facility_code,DHIS2 UID,Hims code,facility_name,admin1,admin2,Constituency,Ward,zone,Location,facility_type,ownership_detail,status,Mobility status,Accesibility,catchment_population,Catchment population cso,Number of households,latitude,longitude,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
2363,kk43MXZkTRx,20060023,Shimukunami Rural Health Centre,Copperbelt,Lufwanyama,Lufwanyama,Katembula,NA,Rural,Health Centre,Public,Functional,Fixed,Open,5563,7237,NA,-12.85389,27.67679,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002137,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2346,NA,20060025,St Marys First Level Hospital,Copperbelt,Lufwanyama,Lufwanyama,Kabundya,NA,Rural,1st Level Hospital,Public,Functional,Fixed,Open,10132,7788,NA,-12.89405,27.37049,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002138,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4212,NA,50060206,National Assembly of Zambia Clinic,Lusaka,Lusaka,Mandevu,Mulungushi,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,NA,NA,-15.3922718,28.3090371,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002139,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2380,ybHb8qorKfF,20040094,Springs of Life Medical Centre,Copperbelt,Kitwe,Nkana,Rokana,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.82557,28.21514,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002140,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2330,NA,20010004,Arthur Davison Children's Hospital,Copperbelt,Ndola,Ndola Central,Nkwazi,NA,Urban,3rd Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-12.94800022,28.64721196,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002141,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2354,NA,20040104,Zamtan Urban Health Center,Copperbelt,Kitwe,Kamfinsa,Kafue,NA,Urban,Health Centre,Public,Functional,Fixed,Open,13132,11941,NA,-12.867147,28.283783,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002142,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2355,NA,20040038,Kamfinsa Urban Health Center,Copperbelt,Kitwe,Kamfinsa,Kamfinsa,NA,Urban,Health Centre,Public,Functional,Fixed,Open,6346,4768,NA,-12.867142,28.333558,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002143,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2365,NA,20040073,Mwekera Rural Health Center,Copperbelt,Kitwe,Kamfinsa,Kamfinsa,NA,Rural,Health Centre,Public,Functional,Fixed,Open,7918,3960,NA,-12.852983,28.353733,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002144,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2374,NA,20040101,Wusakile D4 Mopani Clinic,Copperbelt,Kitwe,Wusakile,Wusakile,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.839083,28.20715,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002145,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2379,NA,20040074,Natwange Mopani Clinic,Copperbelt,Kitwe,Kamfinsa,Bupe,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.82714,28.23689,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002146,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2414,GQXFPxo0LYO,20040003,Buchi Small Chest Urban Health Centre,Copperbelt,Kitwe,Nkana,Buchi,NA,Urban,Health Centre,Public,Functional,Fixed,Open,3987,3872,NA,-12.783617,28.200398,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002147,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2413,IMIoJOTEBFJ,20040043,Kitwe College of Education Health post,Copperbelt,Kitwe,Nkana,Mindolo,NA,Urban,Health Post,Public,Functional,Fixed,Open,7534,7702,NA,-12.783863,28.192817,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002148,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2024,M4u7abtrcXf,20080006,Intanda Health Post,Copperbelt,Mpongwe,Mpongwe,Ntanda,NA,Rural,Health Post,Public,Functional,Fixed,Open,7391,3309,NA,-13.829106,28.261104,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002149,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4183,Vn2BYonbGYq,20060029,Chipese Health Post,Copperbelt,Lufwanyama,Lufwanyama,Mpindi,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,2846,NA,-13.178795,27.505416,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002150,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2360,YmUgwgE4wwg,20040007,Chamboli GRZ Urban Health Centre,Copperbelt,Kitwe,Wusakile,Chamboli,NA,Urban,Health Centre,Public,Functional,Fixed,Open,26995,21271,NA,-12.8571,28.22744,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002151,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2207,NA,20050005,Chilabula Health Centre,Copperbelt,Luanshya,Roan,Chilabula,NA,Rural,Health Centre,Public,Functional,Fixed,Open,2677,2212,531,-13.200742,28.370768,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002152,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2367,NA,20040075,Ndeke Urban Health Center,Copperbelt,Kitwe,Kamfinsa,Ndeke,NA,Urban,Health Centre,Public,Functional,Fixed,Open,46114,45914,NA,-12.851533,28.235717,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002153,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2376,NA,20040076,Ndeke Village Health Center,Copperbelt,Kitwe,Kamfinsa,Bupe,NA,Urban,Health Centre,Public,Functional,Fixed,Open,35610,26155,NA,-12.8365,28.2476,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002154,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2384,NA,20040044,Kitwe District Police Health Centre,Copperbelt,Kitwe,Nkana,Parklands,NA,Urban,Health Centre,Public,Functional,Fixed,Open,24552,23948,NA,-12.820047,28.20476,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002155,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2386,NA,20040014,City Square Council Clinic,Copperbelt,Kitwe,Nkana,Parklands,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,NA,NA,-12.8191,28.207433,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002156,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2387,NA,20040016,Company Clinic,Copperbelt,Kitwe,Wusakile,Parklands,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.817383,28.207433,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002157,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2321,YDrE04Rvrk1,20060016,Mibenge Health Post,Copperbelt,Lufwanyama,Lufwanyama,Mibenge,NA,Rural,Health Post,Public,Functional,Fixed,Open,4777,3672,NA,-12.9682,27.91049,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002158,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2362,TIOSWlAb41M,20060021,Mushingashi Rural Health Centre,Copperbelt,Lufwanyama,Lufwanyama,Mushingashi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,5790,4450,NA,-12.8552,27.07476,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002159,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4309,rkNZukO2Plz,50060244,Rapha Medical Centre,Lusaka,Lusaka,Munali,Mtendere,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.4065639,28.3703176,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002160,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2397,NA,20040031,Hillview Medical center parklands,Copperbelt,Kitwe,Nkana,Parklands,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.80245,28.22095,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002161,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2409,NA,20040021,Dr. Dilobar's Childrens clinic,Copperbelt,Kitwe,Kwacha,Riverside,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.79005,28.23113,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002162,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2411,NA,20040039,Kamitondo Urban Health Center,Copperbelt,Kitwe,Nkana,Buchi,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,"18,044",NA,-12.787983,28.209833,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002163,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4411,NA,70100003,Cimy Clinic,North-Western,Solwezi,Solwezi Central,Tumvwang'anai,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-12.176693,26.409366,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002164,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2432,bzxCEz2fiBI,3050027,Mwanya Rural Health Centre,Eastern,Lumezi,Lumezi,Lukusuzi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,6111,NA,-12.733641,32.246313,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002165,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2436,ddqfr5gFjRe,20050029,Nkulumashiba Health Post,Copperbelt,Luanshya,Roan,Kawama,NA,Rural,Health Post,Public,Functional,Fixed,Open,2467,2212,494,-12.712549,27.701246,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002166,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1120,HAFbQsM1a3O,80120010,Nabukowa Health Post,Southern,Sinazongwe,Sinazongwe,Sinenge,NA,Rural,Health Post,Public,Functional,Fixed,Open,7256,5759,1555,-17.08016548,27.27235492,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002167,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2401,hoon31JsGL1,3050039,Ndaiwala Rural Health Centre,Eastern,Lumezi,Lumezi,Kamimba,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,3871,NA,-12.798715,32.933676,Faith-Based / NGO,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002168,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2404,i8FJoWNH713,20040040,Kano Dental Clinic,Copperbelt,Kitwe,Nkana,Buchi,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.7952,28.20822,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002169,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2315,OJjDHxlrEab,200100065,Peter Singogo Police Urban Health Centre,Copperbelt,Ndola,Ndola Central,Kanini,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,"4,727",NA,-12.96945,28.625017,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002170,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2425,oOekljTm4GY,70060010,Mayawu Health Post,North-Western,Manyinga,Manyinga,Kashinakaji,NA,Rural,Health Post,Public,Functional,Fixed,Open,1255,897,188,-12.74858,24.26159,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002171,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2422,tco15oVukaq,20030011,Chiwembashi Health Post,Copperbelt,Kalulushi,Kalulushi,Chati,NA,Rural,Health Post,Public,Functional,Fixed,Open,2155,1855,NA,-12.757846,27.891744,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002172,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2005,X3PZPk7eYG2,30030005,Chinkhombe Rural Health Centre,Eastern,Katete,Mkaika,Chilongamabwe,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,NA,NA,-13.9319,31.97663,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002173,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2441,xhaT6AWphIF,20040053,Luongo Health Post,Copperbelt,Kitwe,Chimwemwe,Itimpi,NA,Urban,Health Post,Public,Functional,Fixed,Open,2508,2002,NA,-12.686322,28.15183,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002174,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2433,Zhm6q4SeKWF,10030010,Mulaushi Health Post,Central,Chitambo,Chitambo,Lusenga,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,1398,NA,-12.72665,30.411708,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002175,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2391,NA,20040079,Occupational Health Clinic,Copperbelt,Kitwe,Nkana,Parklands,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,NA,NA,-12.808583,28.205433,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002176,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2395,NA,20040086,Royal Medical Center,Copperbelt,Kitwe,Nkana,Parklands,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.80306,28.22077,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002177,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2396,NA,20040006,CBU Urban Health Center,Copperbelt,Kitwe,Kwacha,Riverside,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.80305,28.23705,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002178,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2405,NA,20040060,Mindolo 2 Mopani Clinic,Copperbelt,Kitwe,Nkana,Mindolo,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-12.79345,28.18342,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002179,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2418,NA,20040004,Bulangililo Urban Health Center,Copperbelt,Kitwe,Chimwemwe,Bulangililo,NA,Urban,Health Centre,Public,Functional,Fixed,Open,38618,33960,NA,-12.76945,28.224083,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002180,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4337,NA,50060193,Metropolis Health Care Zambia Limited,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.4210969,28.2998747,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002181,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2419,NA,20040012,Chimwemwe Urban Health Center,Copperbelt,Kitwe,Chimwemwe,Chimwemwe,NA,Urban,Health Centre,Public,Functional,Fixed,Open,53971,53471,NA,-12.769417,28.201033,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002182,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2420,NA,20040050,Kwacha Urban Health Center,Copperbelt,Kitwe,Kwacha,Kwacha,NA,Urban,Health Centre,Public,Functional,Fixed,Open,30555,30042,NA,-12.767412,28.234123,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002183,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2481,NA,20090003,Butondo Urban Health Centre,Copperbelt,Mufulira,Kankoyo,Bufuke,NA,Urban,Health Centre,Public,Functional,Fixed,Open,8378,5692,1563,-12.51875,28.201617,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002184,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4310,BaYOXxRWHl7,50060245,Reliance Dental Services,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.411202,28.352135,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002185,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1829,fwpg5kl0d3B,90010016,Muchicha Health Post,Western,Kalabo,Liuwa,Upangoma,NA,Rural,Health Post,Public,Functional,Fixed,Open,1507,1215,NA,-14.45746313,22.75707587,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002186,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2426,LR3ztk5y6o9,20030027,Chisangwa Health Post,Copperbelt,Kalulushi,Kalulushi,Chati,NA,Rural,Health Post,Public,Functional,Fixed,Open,1435,1480,NA,-12.746417,27.737212,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002187,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2457,mCSWif8agNO,20090018,Kansuswa Rural Health Centre,Copperbelt,Mufulira,Mufulira,Kansuswa,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,7826,2302,-12.592267,28.204967,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002188,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2472,MUKmWOc1KW4,20090006,Mufulira Clinic 2 Urban Health Centre,Copperbelt,Mufulira,Kantanshi,Bwembya Silwizya,NA,Urban,Health Centre,Private,Functional,Fixed,Restricted,NA,9174,NA,-12.542233,28.222217,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002189,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2465,mYjh77kpa7F,20090004,Chibolya Urban Health Centre,Copperbelt,Mufulira,Kankoyo,John Kampengele,NA,Urban,Health Centre,Public,Functional,Fixed,Open,14361,13301,2870,-12.556533,28.25365,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002190,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2456,OIjIgUE02E2,3050062,Kazonde Health Post,Eastern,Lumezi,Lumezi,Kachama,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,4053,NA,-12.609852,32.97894,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002191,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2471,OYV8ReM2rgX,70090007,Kanzenzi Health Post,North-Western,Mwinilunga,Mwinilunga,Kanzenzi,NA,Rural,Health Post,Public,Functional,Fixed,Open,2105,2323,NA,-12.546937,24.200943,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002192,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2442,Qpa2Uk9Bosb,3050036,Mwimba Health Post,Eastern,Lumezi,Lumezi,Kamimba,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,4797,NA,-12.657114,32.940695,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002193,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1727,S2PxFHLZJua,90010017,Mulinga Health Post,Western,Kalabo,Liuwa,Sishekanu,NA,Rural,Health Post,Public,Functional,Fixed,Open,3316,2556,NA,-14.91602731,22.77567891,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002194,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2480,V4GaAfRmJ3C,30040046,Nthitimila  Health Post,Eastern,Lundazi,Lundazi,Mnthimila,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,6988,NA,-12.52403333,33.1082,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002195,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2479,X8HgA5EqfjR,20090005,Mufulira Clinic 1 Urban Health Centre,Copperbelt,Mufulira,Kantanshi,Mulungushi,NA,Urban,Health Centre,Public,Functional,Fixed,Open,16901,15330,3311,-12.53419,28.233522,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002196,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2417,NA,20040033,Ipusukilo Urban Health Center,Copperbelt,Kitwe,Kwacha,Ipusukilo,NA,Urban,Health Centre,Public,Functional,Fixed,Open,44495,39824,NA,-12.774033,28.241233,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002197,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2423,NA,20040098,Twatasha Urban Health Center,Copperbelt,Kitwe,Chimwemwe,Twatasha,NA,Urban,Health Centre,Public,Functional,Fixed,Open,33722,32580,NA,-12.75708,28.19114,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002198,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2445,NA,200100013,1 Commando Urban Health Centre,Copperbelt,Ndola,Bwana Mkubwa,Mushili,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,"6,579",NA,-12.64033831,32.56347656,Other,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002199,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2450,NA,55010041,Sitwe Health Post,Eastern,Chama,Chama North,Ndunda,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,5101,NA,-12.627406,28.058417,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002200,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2463,NA,20090019,Kawama West Health centre,Copperbelt,Mufulira,Mufulira,Kawama,NA,Urban,Health Centre,Public,Functional,Fixed,Open,9808,NA,NA,-12.566852,28.217233,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002201,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4573,NA,60070031,Shimwalota Health Post,Northern,Mpulungu,Mpulungu,Isunga,NA,Rural,Health Post,Public,Functional,Fixed,Open,4100,3163,485,-9.67363,30.768987,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002202,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2461,W0Sv4GoQQlc,20090038,Twatasha Urban Health Centre,Copperbelt,Mufulira,Mufulira,Bwananyina,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,18000,NA,-12.570633,28.267033,Faith-Based / NGO,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002203,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2516,BEV6cTlQPnH,30040050,Umi  Health Post,Eastern,Lundazi,Lundazi,Mnthimila,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,5389,NA,-12.37328333,33.46953333,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002204,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2484,bogwN2NBezM,20090008,Mufulira Clinic 5 Urban Health Centre,Copperbelt,Mufulira,Kankoyo,Fibusa,NA,Urban,Health Centre,Public,Functional,Fixed,Open,19914,21425,2662,-12.517595,28.21716,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002205,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2504,cbGtqz6YfXN,70100047,Mapopo Health Post,North-Western,Solwezi,Solwezi Central,Kapijimpanga,NA,Rural,Health Post,Public,Functional,Fixed,Open,2115,1338,2,-12.420844,26.520081,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002206,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2451,Fk8AZDzWrNt,20030028,Sitwe Health Post,Copperbelt,Kalulushi,Kalulushi,Sitwe,NA,Urban,Health Post,Public,Functional,Fixed,Open,13245,8537,NA,-12.62734,28.058314,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002207,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2647,NA,70090023,Nyangombe Bible School Health Centre,North-Western,Mwinilunga,Mwinilunga,Samuteba,NA,Rural,Health Centre,Public,Functional,Fixed,Open,2721,2640,NA,-11.802873,24.539672,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002208,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2496,hiXepFQtpdF,3050063,Kataba Health Post,Eastern,Lumezi,Lumezi,Kapangala,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,NA,NA,-12.455896,32.411024,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002209,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2489,hNn8azaBYIf,70040049,Tundula Health Post,North-Western,Kalumbila,Solwezi West,Mumena,NA,Rural,Health Post,Public,Functional,Fixed,Open,2021,1527,117,-12.488682,26.19483,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002210,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2517,I9uhbbEI97G,30040015,Kapichila Rural Health Centre,Eastern,Lundazi,Lundazi,Ndonda,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,14479,NA,-12.3731,33.2745,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002211,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2464,nNjkasDQS6i,3050061,Katube Health Post,Eastern,Lumezi,Lumezi,Kachama,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,3247,NA,-12.5571858,32.9227465,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002213,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4186,NTiZiAHiJal,20060034,Nchakwa Health Post,Copperbelt,Lufwanyama,Lufwanyama,Luswishi,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,1708,NA,-12.944164,27.163414,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-002214,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
