facility_name,facility_code,Old Facility Code,admin1,Sub-District,Constituency,facility_type,latitude,longitude,Telephone,Urban or Rural,Always Open,status,Publication Status,Catchment Area,Updated,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Gantsi Primary Hospital,998774-4,07-2-01,Ghanzi,Ghanzi,GHANZI NORTH,Primary Hospital,-21.70966,21.631743,65963333/4,Urban,TRUE,OPERATIONAL,PUBLISHED,14809,2023-02-21T08:03:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mothamo CJSS Clinic,717471-7,29-3-13,Serowe,Serowe,SEROWE NORTH,Clinic,-22.641166,26.397377,4620343,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T08:35:51Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pamper Inc (Pty) Ltd T/A Holistic Physio & Fitness Clinic,477319-8,NA,Palapye,Palapye,PALAPYE,Individual practitioner,-22.5398279,27.0874429,492 2049,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-02T14:22:17Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lordsland Medical Center,89938-5,NA,Greater Francistown,Greater Francistown,FRANCISTOWN EAST,Poly Clinic,-21.1701503,27.5154607,2419696,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-08T08:23:14Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
XPERT IMAGING CLINIC,370683-5,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Individual practitioner,-24.643918,25.931242,26773209214,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2025-06-02T10:37:42Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
BOCHAIP,168242-6,NA,South East,South East,RAMOTSWA,Group practice,-24.8597791,25.8497607,+267 5392078,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-06-26T09:05:29Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Medical Diagnostic Imaging Centre,886589-1,20387,Greater Gaborone,NA,NA,Individual practitioner,-24.6513664,25.9227648,+267 71899311,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2022-03-29T14:11:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rapid Care Physiotherapy,667055-8,NA,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Individual practitioner,-24.24328,25.30562,75435843,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-07-24T11:38:16Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Eye Sight Clinic,910859-8,NA,South East,South East,RAMOTSWA,Individual practitioner,-24.8756987,25.8754166,+267 5374009/76761784,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T06:19:49Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ALL RIGHT PHARMACY,474791-1,NA,Phikwe,Phikwe,SELEBI-PHIKWE EAST,Individual practitioner,-21.975944,27.840084,2622882,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2024-05-23T12:28:31Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
D'kar Health Post,325783-9,07-4-02,Ghanzi,Ghanzi,GHANZI NORTH,Health Post,-21.518951,21.947239,+267 73924983,Rural,FALSE,OPERATIONAL,PUBLISHED,1668,2024-08-28T14:07:20Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
AO Molepolole Clinic,886922-4,NA,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Private Hospital,-24.390198,25.485768,5921222,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-26T06:26:15Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Premium Medical Centre,971240-7,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Individual practitioner,-24.66003,25.9161,3119685,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-06-29T07:47:47Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
UNIVERSAL FAMILY CLINIC,128761-4,NA,Kweneng East,Kweneng East,MOLEPOLOLE NORTH,Poly Clinic,-24.405846,25.508883,5921998,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-07-24T11:13:59Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Proland medical centre,983793-1,NA,Tutume,Tutume,NATA-GWETA,Individual practitioner,-20.210305,26.177336,+267 621 1243,Rural,FALSE,OPERATIONAL,PUBLISHED,1000,2023-04-27T10:32:59Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Life Centre Clinic,242824-1,NA,South East,South East,RAMOTSWA,Individual practitioner,-24.8762363,25.8749378,5380090/71675336,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-11T06:30:50Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Diagnofirm Medical Laboratories,568467-5,NA,Serowe,Serowe,SEROWE NORTH,Group practice,-22.39278,26.711801,76771340,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-21T09:36:14Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Serowe Eye Care,380519-9,NA,Serowe,Serowe,SEROWE NORTH,Individual practitioner,-22.403794,26.707013,77659665,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-21T09:35:01Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sidilega Private Hospital,484729-9,NA,Greater Gaborone,Greater Gaborone,GABORONE BONNINGTON NORTH,Private Hospital,-24.620346,25.900573,370 9500,Urban,TRUE,OPERATIONAL,PUBLISHED,NA,2023-04-19T06:08:08Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PROCARE PHARMACY,195535-0,NA,Boteti,Boteti,BOTETI EAST,Individual practitioner,-21.41248,25.58248,2978026,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-16T12:52:34Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Marang Dental Care,972870-0,NA,South East,South East,RAMOTSWA,Individual practitioner,-24.85886256666667,25.869214066666668,+267 72158056,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T09:28:35Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Covenant Medical Centre Shakawe,762599-9,NA,Okavango,Okavango,OKAVANGO,Individual practitioner,-18.3602119,21.83784136,6875214,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2025-05-16T13:33:37Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pharm-Mart Pharmacy,797724-2,NA,Kweneng East,Kweneng East,MOLEPOLOLE NORTH,Private Hospital,-24.405846,25.508883,5910914,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-07-24T11:09:04Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
BMC Clinic (factory),602729-6,18-3-01,Lobatse,Lobatse,LOBATSE,Clinic,-25.21667,25.66667,+267 5330321,Urban,TRUE,OPERATIONAL,PUBLISHED,NA,2024-08-28T15:26:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
F/town Prisons (Sickbay) Clinic,380553-8,16-3-04,Greater Francistown,Greater Francistown,FRANCISTOWN EAST,Clinic,-21.154764203113928,27.50455657231654,2403294,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2024-08-28T15:26:46Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kubung,361071-4,05-04-07,Kweneng East,Kweneng East,THAMAGA-KUMAKWANE,Health Post,-24.64783,25.3303,5930973,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-21T07:07:49Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jordan River of life clinic,111181-4,NA,Goodhope,Goodhope,GOODHOPE-MABULE,Individual practitioner,-25.47029,25.59661,+26771694413,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2025-03-26T10:14:09Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
DrK Travel Clinic,884477-1,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Individual practitioner,-24.64258,25.92125,+26771305011,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-27T09:00:42Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kasane Prisons Health Post,503447-5,10-4-01,Chobe,Chobe,CHOBE,Clinic,-17.803307,25.149164,+267 6250255,Rural,TRUE,OPERATIONAL,PUBLISHED,NA,2024-08-28T15:40:51Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mahalapye Prisons Clinic,687486-1,08-3-03,Mahalapye,Mahalapye,MAHALAPYE EAST,Clinic,-23.114351622246726,26.857731338855334,4710650,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2024-08-28T15:44:48Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Diagnofirm Medical Laboratory,802098-4,NA,Chobe,Chobe,CHOBE,Individual practitioner,-17.80652,25.24085,6252244,Urban,FALSE,OPERATIONAL,PUBLISHED,Kazungula,2023-05-15T10:39:20Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Roadside Pharmacy,815249-8,NA,Palapye,Palapye,PALAPYE,Individual practitioner,-22.5379418,27.1045781,77 315 042,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-07-04T08:37:05Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
UB (Main Campus) Clinic,79831-4,15-3-11,South East,South East,GABORONE CENTRAL,Clinic,-24.658485,25.937288,+267 3550000,Urban,TRUE,OPERATIONAL,PUBLISHED,NA,2024-08-28T15:56:59Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
THUSONG SURGERY PTY LTD,98381-7,NA,Greater Francistown,Greater Francistown,FRANCISTOWN EAST,Individual practitioner,-21.069086,27.485922,2412400,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-19T07:26:33Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Life Line Medical Clinic,847194-8,NA,Greater Gaborone,Greater Gaborone,MOGODITSHANE,Individual practitioner,-24.618075,25.88433,+267 3975871,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-26T10:03:16Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sekgoma Memorial Hospital,306812-9,29-1-01,Serowe,Serowe,SEROWE NORTH,District Hospital,-22.423437,26.757355,2674611000,Rural,TRUE,OPERATIONAL,PUBLISHED,NA,2023-05-15T07:11:11Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Selebi Phikwe Government Hospital,214623-1,19-1-02,Phikwe,Phikwe,SELEBI-PHIKWE EAST,District Hospital,-21.97237,27.833569,+267 2610333,Urban,TRUE,OPERATIONAL,PUBLISHED,NA,2023-04-27T10:08:57Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
serowe optician,96304-1,NA,Serowe,Serowe,SEROWE NORTH,Individual practitioner,-22.3882,26.7041,71 542 704,NA,TRUE,OPERATIONAL,PUBLISHED,NA,2023-05-19T07:16:33Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tutume Primary Hospital,148454-2,12-2-01,Tutume,Tutume,NKANGE,Primary Hospital,-20.489979,27.045552,+267 2987249,Rural,TRUE,OPERATIONAL,PUBLISHED,18295,2023-04-03T12:55:53Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Masunga Primary  Hospital,625958-4,02-2-01,North East,North East,TATI WEST,Primary Hospital,-20.616012,27.44204,+267 2489633,Rural,TRUE,OPERATIONAL,PUBLISHED,6035,2023-04-24T07:52:42Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Hukuntsi Primary Hospital,215428-4,24-2-01,Kgalagadi North,Kgalagadi North,KGALAGADI NORTH,Primary Hospital,-23.998179,21.796253,+267 6510030,Rural,TRUE,OPERATIONAL,PUBLISHED,5224,2023-05-02T12:56:35Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bobonong Primary Hospital,755538-6,04-2-01,Bobirwa,Bobirwa,BOBONONG,Primary Hospital,-21.963966,28.419894,+267 2619223,Rural,TRUE,OPERATIONAL,PUBLISHED,NA,2023-05-17T13:22:25Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mmadinare Primary Hospital,488869-9,04-2-02,Phikwe,Phikwe,MMADINARE,Primary Hospital,-21.868293,27.754656,+267 2975111,Rural,TRUE,OPERATIONAL,PUBLISHED,NA,2023-04-27T10:43:44Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tsabong Primary Hospital,163606-7,11-2-01,Kgalagadi south,Kgalagadi south,KGALAGADI SOUTH,Primary Hospital,-26.023748,22.399752,+267 6540235,Rural,TRUE,OPERATIONAL,PUBLISHED,NA,2023-04-28T07:17:14Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rakops Primary Hospital,473132-9,13-2-01,Boteti,NA,BOTETI WEST,Primary Hospital,-21.037972,24.41243,+267 2975111,Rural,FALSE,OPERATIONAL,PUBLISHED,6396**,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkaikela Health Post,257736-9,15-4-05,Greater Gaborone,Greater Gaborone,TLOKWENG,Health Post,-24.67294,25.97526,"+267 3928596, 3190249",Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-11T07:02:40Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
LA VISTA MEDICAL CENTRE,333826-6,NA,Boteti,Boteti,BOTETI EAST,Individual practitioner,-21.42612,25.57948,2974078,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-16T13:30:42Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lesirane Clinic,749268-9,15-3-31,Kweneng East,Kweneng East,MOGODITSHANE,Clinic with Maternity,-24.6254,25.8552,3932237/3975342/3968001,Urban,FALSE,OPERATIONAL,PUBLISHED,11600,2023-05-02T14:11:08Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Charleshill Clinic,298782-4,28-03-01,Charleshill,Charleshill,GHANZI SOUTH,Clinic with Maternity,-22.27519699873086,20.067829953045525,6511785,Rural,TRUE,OPERATIONAL,PUBLISHED,3791,2023-05-08T19:11:47Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tonota Clinic,827088-6,16-3-22,Greater Francistown,Greater Francistown,TONOTA,Clinic with Maternity,-21.441143,27.457372,+267 2484218,Rural,TRUE,OPERATIONAL,PUBLISHED,NA,2023-05-16T08:36:05Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Letlhakeng Clinic,265991-0,20-3-01,Kweneng West,Kweneng West,LETLHAKENG-LEPHEPE,Clinic with Maternity,-24.099881,25.024007,+267 5943012,Rural,TRUE,OPERATIONAL,PUBLISHED,11520,2023-07-12T11:02:34Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mabutsane Clinic,791197-7,21-3-02,Mabutsane,Mabutsane,JWANENG-MABUTSANE,Clinic with Maternity,-24.396071,23.577519,+267 5889218,Rural,TRUE,OPERATIONAL,PUBLISHED,NA,2023-05-16T10:41:51Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
The Eye Spot,804105-5,NA,Phikwe,Phikwe,SELEBI-PHIKWE WEST,Private Hospital,-21.975497,27.842542,2611910,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-16T06:40:37Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
VICTORIA MEDICAL CENTRE,542996-4,803,Tutume,Tutume,NKANGE,Individual practitioner,-20.489411,27.04009,+267 2987598,Rural,FALSE,OPERATIONAL,PUBLISHED,17000,2023-04-13T08:16:26Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nata Clinic,399472-0,12-3-05,Tutume,Tutume,NATA-GWETA,Clinic with Maternity,-20.20806,26.203058,+267 6211244,Rural,TRUE,OPERATIONAL,PUBLISHED,7732,2023-04-05T12:06:30Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sowa Clinic,244471-9,12-3-11,Tutume,Tutume,NATA-GWETA,Clinic with Maternity,-20.564138,26.221444,+267 6213199,Rural,FALSE,OPERATIONAL,PUBLISHED,2901,2023-04-06T06:54:04Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kang Clinic,490102-1,24-3-02,Kgalagadi North,Kgalagadi North,KGALAGADI NORTH,Clinic,-23.670673,22.788958,+267 6517239,Rural,TRUE,OPERATIONAL,PUBLISHED,"7,043",2023-05-02T10:37:16Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
EU 7  Clinic,961057-7,22-3-05,Jwaneng,Jwaneng,JWANENG-MABUTSANE,Clinic,-24.594065,24.747712,+267 5881208,Urban,TRUE,OPERATIONAL,PUBLISHED,NA,2023-05-11T08:35:07Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
SARONA HEALTH CLINIC,522501-6,NA,Greater Gaborone,Greater Gaborone,GABORONE SOUTH,Poly Clinic,-24.61410530522302,25.948381462632103,73737020,Urban,FALSE,OPERATIONAL,PUBLISHED,"TSHOLOFELO, LEDUMANG, BROADHURST, GLENVALLEY, PHAKALANE",2023-04-27T13:09:38Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
BONGAKA HEALTH,353408-8,83,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Individual practitioner,-24.6595939,25.9288518,+267 3919900,Urban,FALSE,OPERATIONAL,PUBLISHED,15000,2025-05-26T12:38:17Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Peo Clinical Psychology Consultancy - Peo Psych,966383-2,NA,South East,South East,GABORONE CENTRAL,Individual practitioner,-24.653257,25.906792,3910021,Urban,FALSE,OPERATIONAL,PUBLISHED,Gaborone,2025-06-03T13:11:48Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dr CLEMENT CLINIC,646835-9,NA,Palapye,Palapye,PALAPYE,Individual practitioner,-22.556046,27.131014,73662991,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-26T09:32:26Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Optifocus,74820-2,NA,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Individual practitioner,-24.4080288,25.5116696,5915775,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-07-14T10:15:10Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
TEBELOPELO,725535-9,NA,Kanye,Kanye,KANYE SOUTH,Group practice,-24.975976,25.341329000000002,5441978,Urban,FALSE,OPERATIONAL,PUBLISHED,223,2023-05-22T09:15:28Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bakwena Pharmacy,116156-1,NA,Kweneng East,Kweneng East,MOLEPOLOLE NORTH,Individual practitioner,-24.514321,25.701281,5920255,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-07-13T09:58:59Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Medi-Perfect Pharmacy Mochudi,867623-1,NA,Kgatleng,Kgatleng,MOCHUDI EAST,Individual practitioner,-24.3981,26.144985,+267  73435432,Rural,FALSE,OPERATIONAL,PUBLISHED,7200,2023-05-09T09:44:52Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
SPECIALIST SURGICAL SERVICES,579437-5,NA,Greater Gaborone,Greater Gaborone,GABORONE CENTRAL,Individual practitioner,-24.6548,25.9073,3685752,Urban,FALSE,OPERATIONAL,PUBLISHED,BROADHURST BBS MALL,2025-07-29T08:31:10Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Francistown Clinic,581549-3,NA,Greater Francistown,Greater Francistown,FRANCISTOWN WEST,Individual practitioner,-21.1637897,27.5094116,2418458,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2025-05-16T09:13:52Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
