ï»¿facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin2,admin1,Telephone,status
Pharma Africa Pharmacy,686745-1,Group practice,PRIVATE,-17.799,25.15,Chobe,Chobe,6251502,OPERATIONAL
Pharma Caprivi Pharmacy,358541-1,Poly Clinic,PRIVATE,-22.533027,27.089101,Palapye,Serowe/Palapye,492 5959,OPERATIONAL
Pharma Kweneng Pharmacy,739445-5,Individual practitioner,PRIVATE,-24.634982,25.893274,Kweneng East,Kweneng,3960230,OPERATIONAL
Pharma Lulu,709064-0,Individual practitioner,PRIVATE,-24.6284288,25.9227648,Greater Gaborone,--,+267 3182767,OPERATIONAL
Pharma North Pharmacy,659458-4,Group practice,PRIVATE,-21.1041,27.3042,Greater Francistown,Greater Francistown,2410877,OPERATIONAL
Pharma-direct Phamarcy,690786-9,Individual practitioner,PRIVATE,-24.6382592,25.8998272,Kweneng East,--,+267 75045934,OPERATIONAL
Phase 2 Clinic,411806-3,Clinic,GOVERNMENT,-24.643,25.8966,Greater Gaborone,Greater Gaborone,3924712/3973666,OPERATIONAL
Phatsimo Eye Center,802430-9,Individual practitioner,PRIVATE,-21.976146,27.841429,Phikwe,Greater Phikwe,2613933,OPERATIONAL
Phemo Clinic,523110-5,Individual practitioner,PRIVATE,-24.65362,25.90458,Greater Gaborone,Greater Gaborone,26777653351,OPERATIONAL
Phihetswane Health Post,676905-3,Health Post,GOVERNMENT,-25.691355,25.424644,Goodhope,Greater Lobatse,+267 5486566,OPERATIONAL
Phikwe Pharmacy,776204-0,Individual practitioner,PRIVATE,-21.975652,27.841185,Phikwe,Greater Phikwe,26000382,OPERATIONAL
Phikwe Private Day Clinic,249073-8,Individual practitioner,PRIVATE,-21.975612,27.848403,Phikwe,Greater Phikwe,2610099,OPERATIONAL
Phitshane Molopo Clinic,237250-6,Clinic with Maternity,GOVERNMENT,-25.732789,25.093224,Goodhope,Greater Lobatse,+267 5487218,OPERATIONAL
Phitshane Potlokwe Health Post,237583-0,Health Post,GOVERNMENT,-25.505872,25.579271,Goodhope,Greater Lobatse,+267 5407673,OPERATIONAL
Phodisoetsile Private Medical Centre,725159-8,Individual practitioner,PRIVATE,-22.42,26.743,Serowe,Serowe/Palapye,4620404,OPERATIONAL
Phodisong,722511-3,Individual practitioner,PRIVATE,-24.8628636,25.8571869,South East,Greater Gaborone,+267 5391632/72676283,OPERATIONAL
Pholoso Medical Centre,950115-6,Individual practitioner,PRIVATE,-24.85886257,25.86921407,South East,Greater Gaborone,5392037/71886253,OPERATIONAL
Phuduhudu Health Post,588661-9,Health Post,GOVERNMENT,-23.949994,22.970652,Kgalagadi North,Kgalagadi North,+267 6511625,OPERATIONAL
Phuduhudu Health Post,478048-2,Health Post,GOVERNMENT,-20.195393,24.537633,Ngami,Ngami,+267 74928710,OPERATIONAL
Phuthadikobo Clinic,442946-0,Clinic,GOVERNMENT,-24.377063,25.545013,Kweneng East,Kweneng,+267 5995530,OPERATIONAL
Physio Back to normal,310096-3,Individual practitioner,PRIVATE,-22.4249246,26.75393928,Serowe,Serowe/Palapye,71283511,OPERATIONAL
Physio Fanatics,26202-2,Individual practitioner,PRIVATE,-24.56415,25.974295,Greater Gaborone,Greater Gaborone,71221237,OPERATIONAL
Pilane Health Post,119826-6,Health Post,GOVERNMENT,-24.405707,26.077408,Kgatleng,Kgatleng,+267 5729705,OPERATIONAL
Pilane Private Medical Clinic,839437-1,Individual practitioner,PRIVATE,-24.401567,26.081575,Kgatleng,Kgatleng,+267 5728118 / 77782893,OPERATIONAL
Pilikwe Clinic,806776-1,Clinic with Maternity,GOVERNMENT,-22.798465,27.196662,Mahalapye,Mahalapye,+267 4929204,OPERATIONAL
Pioneer Plus Pharmacy,51620-3,Individual practitioner,PRIVATE,-25.2297418,25.6837158,Lobatse,Greater Lobatse,5332654,OPERATIONAL
Pitsane Clinic,432283-0,Clinic,GOVERNMENT,-25.473131,25.596487,Goodhope,Greater Lobatse,+267 5486289,OPERATIONAL
Pitseng Clinic,253548-2,Clinic,GOVERNMENT,-24.692315,25.039562,Moshupa,Southern,+267 73229822,OPERATIONAL
Plateau Clinic,947960-1,Clinic,GOVERNMENT,-17.799631,25.160724,Chobe,Chobe,+267 6251360,OPERATIONAL
Pole Health Post,602553-0,Health Post,GOVERNMENT,-20.6159,27.553739,North East,North East,+267 2481092,OPERATIONAL
Poloka Health Post,547563-7,Health Post,GOVERNMENT,-23.596934,26.284047,Mahalapye,Mahalapye,+267 74162998,OPERATIONAL
Premium Medical Centre,971240-7,Individual practitioner,PRIVATE,-24.66003,25.9161,Greater Gaborone,Greater Gaborone,3119685,OPERATIONAL
Prime Health Centre,157005-0,Poly Clinic,PRIVATE,-24.62888,25.89608,Greater Gaborone,Greater Gaborone,3646580,OPERATIONAL
Princess Marina Hospital,950899-5,Referral Hospital,GOVERNMENT,-24.656991,25.923933,Greater Gaborone,Greater Gaborone,+267 3621400,OPERATIONAL
Prison Health Post,167771-5,Health Post,GOVERNMENT,-21.700763,21.645431,Ghanzi,Ghanzi,6596303,OPERATIONAL
Prisons Clinic,787178-3,--,GOVERNMENT,-24.658078,25.946981,--,--,3912944/3971553,OPERATIONAL
Proland medical centre,983793-1,Individual practitioner,PRIVATE,-20.210305,26.177336,Tutume,Tutume,+267 621 1243,OPERATIONAL
Qabo Health Post,881345-3,Health Post,GOVERNMENT,-21.065575,21.736355,Ghanzi,Ghanzi,+267 73924373,OPERATIONAL
Qangwa Clinic,410981-5,Clinic with Maternity,GOVERNMENT,-19.538127,21.178319,Okavango,Okavango,73019696,OPERATIONAL
Quali-Med Laboratories,623658-2,Poly Clinic,PRIVATE,-25.2246637,25.6694065,Lobatse,Greater Lobatse,5300865,OPERATIONAL
R.Mokgachane Physiotherapy Clinic,501936-9,Individual practitioner,PRIVATE,-21.16231,27.514,Greater Francistown,Greater Francistown,2413324,OPERATIONAL
RABAH PHYSIO,522704-6,Individual practitioner,PRIVATE,-24.6685987,25.9329042,Greater Gaborone,--,+267 3939749,OPERATIONAL
RAMOTSABABA FAMILY HEALTH,864616-8,Individual practitioner,PRIVATE,-24.66953,25.92785,Greater Gaborone,Greater Gaborone,3975150,OPERATIONAL
RAPHA MEDICAL CENTRE,760976-1,Group practice,PRIVATE,-21.41304,25.57874,Boteti,Boteti,2976003,OPERATIONAL
RAS-PULLA DENTAL CLINIC,927399-6,Poly Clinic,PRIVATE,-24.67,25.9,Greater Gaborone,--,+267 3115929,OPERATIONAL
REAL TRADE(PTY)LTD,121836-1,Individual practitioner,PRIVATE,-20.563086,26.222818,Tutume,Tutume,6213533,PERMANENTLY_CLOSED
RELD MED PHARMACY,791970-7,Individual practitioner,PRIVATE,-21.16363931,27.50946657,--,--,+267 2421332,OPERATIONAL
Radisele Clinic,741052-5,Clinic,GOVERNMENT,-22.801529,27.003262,Palapye,Serowe/Palapye,+267 4928203,OPERATIONAL
Rakhuna Health Post,244463-6,Health Post,GOVERNMENT,-25.559875,25.580468,Goodhope,Greater Lobatse,+267 5486294,OPERATIONAL
Rakops Health Post,886790-5,Health Post,GOVERNMENT,-21.018855,24.413338,Boteti,Boteti,+267 2910166,OPERATIONAL
Rakops Primary Hospital,473132-9,Primary Hospital,GOVERNMENT,-21.037972,24.41243,Boteti,Boteti,+267 2975111,OPERATIONAL
Ralekgetho Health Post,586770-0,Health Post,GOVERNMENT,-24.664949,25.165469,Moshupa,Southern,+267 73229807,OPERATIONAL
Ramatlabama Clinic,975887-1,Clinic,GOVERNMENT,-25.634124,25.38418,Goodhope,Greater Lobatse,+267 5486568,OPERATIONAL
Ramokgonami Clinic,609667-1,Clinic with Maternity,GOVERNMENT,-22.864674,27.420797,Mahalapye,Mahalapye,+267 4918343,OPERATIONAL
Ramokgwebana Clinic,362146-3,Clinic,GOVERNMENT,-20.591077,27.651977,North East,North East,+267 2489213,OPERATIONAL
Ramotlabaki Health Post,276326-6,Health Post,GOVERNMENT,-23.851629,26.924512,Kgatleng,Kgatleng,+267 77138078,OPERATIONAL
Ramotswa Imaging Centre,332350-8,Individual practitioner,PRIVATE,-24.8620123,25.8597851,South East,Greater Gaborone,+267 71962493,OPERATIONAL
Ramotswa Pharmacy,463070-3,Individual practitioner,PRIVATE,-24.862579,25.85694,South East,Greater Gaborone,+267 5390177/ +267 73458198,OPERATIONAL
Ramotswa Station/ Taung Clinic,199894-7,Clinic,GOVERNMENT,-24.847194,25.824161,South East,Greater Gaborone,+267 5390568,OPERATIONAL
Ranaka Clinic,982082-0,Clinic,GOVERNMENT,-24.911159,25.462038,Moshupa,Southern,+267 73229810,OPERATIONAL
Rapid Care Physiotherapy,667055-8,Individual practitioner,PRIVATE,-24.24328,25.30562,Kweneng East,Kweneng,75435843,OPERATIONAL
Rappelspan Health Post,465070-1,Health Post,GOVERNMENT,-26.821957,20.814882,Kgalagadi south,Kgalagadi South,+267 6511118,OPERATIONAL
Rasesa  Clinic,757017-9,Clinic,GOVERNMENT,-24.369796,26.080646,Kgatleng,Kgatleng,+267 5728017,OPERATIONAL
Ratholo Health Post,305466-5,Clinic,GOVERNMENT,-22.722102,27.576733,Palapye,Serowe/Palapye,+267 4950101,OPERATIONAL
RiverWalk Medical Centre,559345-4,Group practice,PRIVATE,-24.6766,25.9352,South East,Greater Gaborone,3117384,OPERATIONAL
Riverside Hospital ,113048-3,Private Hospital,PRIVATE,-21.16296051,27.51307518,Greater Francistown,Greater Francistown,+267 2428305,OPERATIONAL
Riverside Hospital Dialysis Clinic,973763-6,Private Hospital,PRIVATE,-21.16298206,27.5135529,Palapye,Serowe/Palapye,4924832,OPERATIONAL
Roadside Pharmacy ,815249-8,Individual practitioner,PRIVATE,-22.5379418,27.1045781,Palapye,Serowe/Palapye,77 315 042,OPERATIONAL
Robelela Health Post,760197-4,Health Post,GOVERNMENT,-21.59006,27.984824,Phikwe,Greater Phikwe,+267 2615576,OPERATIONAL
Rossignol Private Clinic,537722-1,Individual practitioner,PRIVATE,-24.75975,25.41704,Moshupa,Southern,+267 74919985,OPERATIONAL
Rungwana,691806-4,Health Post,GOVERNMENT,-24.68511,25.541986,Kweneng East,Kweneng,5960988,OPERATIONAL
Russel May Clinic,825473-2,Clinic with Maternity,GOVERNMENT,-22.571814,26.388286,Serowe,Serowe/Palapye,2674620343,OPERATIONAL
S&S Opticians,465208-7,Individual practitioner,PRIVATE,-24.9814008,25.34225569,Lobatse,--,+267 5480910,OPERATIONAL
SANDY SPRINGS (PTY)Ltd,684175-3,Individual practitioner,PRIVATE,-24.65820344,25.90095319,Greater Gaborone,--,+267 3181862,OPERATIONAL
SARAI HOLISTIC CARE,573315-9,Individual practitioner,PRIVATE,-21.168868,27.512845,Greater Francistown,--,2420584,OPERATIONAL
SARONA HEALTH CLINIC,522501-6,Poly Clinic,PRIVATE,-24.61410531,25.94838146,Greater Gaborone,Greater Gaborone,73737020,OPERATIONAL
SEBELE CENTRE PRIVATE CLINIC,783863-4,Individual practitioner,PRIVATE,-24.6545,25.9086,Greater Gaborone,Greater Gaborone,3901774,OPERATIONAL
SEBELE OPTICAL CENTRE,230781-7,Individual practitioner,PRIVATE,-24.6437,25.9112,Greater Gaborone,--,+267 3111367,OPERATIONAL
SHAA\Bosele Health Post,169155-9,Health Post,GOVERNMENT,-21.695754,21.643096,Ghanzi,Ghanzi,6597322/73924853,OPERATIONAL
SHALOM DENTAL CLINIC,598846-4,Individual practitioner,PRIVATE,-24.6540362,25.924892,Greater Gaborone,--,+267 3907168,OPERATIONAL
SHEKINA MEDICAL CENTRE,708972-5,Individual practitioner,PRIVATE,-21.881208,27.751522,Bobirwa,Greater Phikwe,2672617838,OPERATIONAL
SMILE TIME DENTAL CARE,822377-8,Individual practitioner,PRIVATE,-24.643599,25.884803,Greater Gaborone,Greater Gaborone,73145784,OPERATIONAL
SOLSHA PHYSIOCARE,431665-9,Individual practitioner,PRIVATE,-24.8777211,25.8710386,South East,--,+267 5381005/75006776,OPERATIONAL
SONOCARE SCANNING CENTRE,949787-6,Individual practitioner,PRIVATE,-24.6279238,25.9345957,Greater Gaborone,--,+267 3914988,OPERATIONAL
SPARKLE DENTAL CLINIC,262865-9,Individual practitioner,PRIVATE,-24.629,25.9345,Greater Gaborone,--,+267 3118896,OPERATIONAL
SPECIALIST SURGICAL SERVICES,579437-5,Individual practitioner,PRIVATE,-24.6548,25.9073,Greater Gaborone,Greater Gaborone,3685752,OPERATIONAL
SPECSAVERS,560632-2,Group practice,PRIVATE,-24.64295,25.88543,Greater Gaborone,--,+267 3710055,OPERATIONAL
SQUARE PHARMACY,421000-1,Individual practitioner,PRIVATE,-24.6349824,25.8736128,Kweneng East,--,+267 5910219,OPERATIONAL
SSKB (Mogoditshane BDF) Clinic,153050-0,--,GOVERNMENT,-24.6085,25.8631,--,--,+267 3662122,OPERATIONAL
ST GEORGES MEDICAL CENTRE,322979-6,Individual practitioner,PRIVATE,-24.67094,25.92272,Greater Gaborone,Greater Gaborone,77446955,OPERATIONAL
STARPOLY HEALTH CLINIC,240141-2,Individual practitioner,PRIVATE,-24.62113,25.86559,Greater Gaborone,Greater Gaborone,3933698,OPERATIONAL
SUPER-CARE PHARMACY,776714-8,Individual practitioner,PRIVATE,-24.6349824,25.9260416,Kweneng East,--,+267 3119885,OPERATIONAL
SUPERMED PHARMACY,398532-2,Individual practitioner,PRIVATE,-24.608768,25.919488,Greater Gaborone,--,+267 3116645,OPERATIONAL
SUPREME CARE PHARMACY,145828-0,Individual practitioner,PRIVATE,-24.6641,25.9075,Kgatleng,--,+267 74551045,OPERATIONAL
Sakutswane,982657-9,Health Post,GOVERNMENT,-25.018981,25.816865,South East,Greater Gaborone,+267 73141725,OPERATIONAL
Salajwe Clinic,644488-9,Clinic with Maternity,GOVERNMENT,-23.691992,24.7195204,Kweneng West,Kweneng,+267 5931806,OPERATIONAL
Sankoyo Health Post,804642-7,Health Post,GOVERNMENT,-19.429093,23.872631,Ngami,Ngami,+267 6840097,OPERATIONAL
Satau Health Post ,785970-5,Health Post,GOVERNMENT,-18.012832,24.404994,Chobe,Chobe,+267 6240211/ 6250304,OPERATIONAL
Satelite Private Medical Clinic,809338-7,Day care center,PRIVATE,-21.169458,27.169458,Greater Francistown,Greater Francistown,2406352,OPERATIONAL
Sebego Clinic,697341-6,Clinic,GOVERNMENT,-24.996193,25.344653,Kanye,Southern,+267 5441164,OPERATIONAL
Sebele Clinic,478977-2,Clinic,GOVERNMENT,-24.5882,25.9394,Greater Gaborone,Greater Gaborone,+267 3928878,OPERATIONAL
Sebina Clinic,991896-2,Clinic with Maternity,GOVERNMENT,-20.820632,27.216614,Tutume,Tutume,+267 2981230,OPERATIONAL
Sechele Health Post,917324-6,Health Post,GOVERNMENT,-20.753816,27.358693,North East,North East,+267 2488212,OPERATIONAL
Sedibeng Health Post,674502-0,Health Post,GOVERNMENT,-25.63991,25.13463,Goodhope,Greater Lobatse,+267 5410813,OPERATIONAL
Sedie Clinic,782149-9,Clinic,GOVERNMENT,-19.961789,23.453589,Ngami,Ngami,+267 73310767,OPERATIONAL
Sefhare Primary Hospital ,288380-9,Primary Hospital,GOVERNMENT,-23.022013,27.514659,Mahalapye,Mahalapye,+267 4948201,OPERATIONAL
Sefhophe Clinic ,740183-9,Clinic with Maternity,GOVERNMENT,-22.181214,27.962477,Phikwe,Greater Phikwe,+267 2610333,OPERATIONAL
Segwagwa Health Post,359075-9,Health Post,GOVERNMENT,-25.190856,25.174296,Kanye,Southern,+267 5400507,OPERATIONAL
Seherelela Health Post,300716-8,Health Post,GOVERNMENT,-24.882436,24.900224,Moshupa,Southern,+267 73229858,OPERATIONAL
Sehithwa Clinic,632746-4,Clinic with Maternity,GOVERNMENT,-20.481653,22.696791,Ngami,Ngami,+267 73295237,OPERATIONAL
Sekakangwe Clinic,972576-3,Clinic with Maternity,GOVERNMENT,-20.541985,27.323353,North East,North East,+267 2489247,OPERATIONAL
Sekgoma Memorial Hospital,306812-9,District Hospital,GOVERNMENT,-22.423437,26.757355,Serowe,Serowe/Palapye,2674611000,OPERATIONAL
Sekhutlhane Health Post,842218-0,Health Post,GOVERNMENT,-25.61147,24.560621,Goodhope,Greater Lobatse,+267 5401011,OPERATIONAL
Sekoma Health Post,357636-0,Health Post,GOVERNMENT,-24.514169,23.929154,Mabutsane,Southern,+267 5889209,OPERATIONAL
Sekondomboro Health Post,326771-3,Health Post,GOVERNMENT,-18.406188,22.068442,Okavango,Okavango,73019681,OPERATIONAL
Selebi Phikwe Government Hospital,214623-1,District Hospital,GOVERNMENT,-21.97237,27.833569,Phikwe,Greater Phikwe,+267 2610333,OPERATIONAL
Selibe Phikwe BDF Clinic,643382-5,Clinic,GOVERNMENT,-21.91907208,27.86430605,Phikwe,Greater Phikwe,2614017,OPERATIONAL
Selokolela Health Post,806153-3,Health Post,GOVERNMENT,-24.948822,25.110493,Kanye,Southern,+267 5419996,OPERATIONAL
Selolwane Health Post,761470-4,Health Post,GOVERNMENT,-20.478024,27.005486,Tutume,Tutume,+267 2470730,OPERATIONAL
Semboyo Health Post,838744-1,Health Post,GOVERNMENT,-20.311006,22.452475,Ngami,Ngami,+267 74928730,OPERATIONAL
Semitwe Health Post,126097-5,Health Post,GOVERNMENT,-20.93672,27.083565,Tutume,Tutume,+267 2470018,OPERATIONAL
Semolale Clinic,674820-6,Health Post,GOVERNMENT,-21.8737049,28.8277306,Bobirwa,Greater Phikwe,+267 2645434,OPERATIONAL
Senete Health Post,294483-3,Health Post,GOVERNMENT,-20.334286,27.122037,Tutume,Tutume,+267 2470069,OPERATIONAL
Senyawe Health Post,100051-2,Health Post,GOVERNMENT,-20.765185,27.69086,North East,North East,+267 2488228,OPERATIONAL
Seolwane Health Post,210542-7,Clinic,GOVERNMENT,-22.656418,27.690122,Palapye,Serowe/Palapye,+267 4917400,OPERATIONAL
Sepako Health Post,370657-9,Health Post,GOVERNMENT,-19.865742,26.49178,Tutume,Tutume,+267 2470067,OPERATIONAL
Sepopa Clinic,621771-5,Clinic,GOVERNMENT,-18.74413,22.174054,Okavango,Okavango,26773019619,OPERATIONAL
Serinane Health Post,407464-7,Health Post,GOVERNMENT,-24.188336,25.208437,Kweneng West,Kweneng,+267 5960218,OPERATIONAL
Seronga Clinic,542046-8,Clinic with Maternity,GOVERNMENT,-18.812481,22.414334,Okavango,Okavango,6876805,OPERATIONAL
Serowe Clinic,597311-0,Clinic,GOVERNMENT,-22.391361,26.705871,Serowe,Serowe/Palapye,2674635890,OPERATIONAL
Serowe Eye Care,380519-9,Individual practitioner,PRIVATE,-22.403794,26.707013,Serowe,Serowe/Palapye,77659665,OPERATIONAL
Serowe Family CLinic,808986-4,Individual practitioner,PRIVATE,-22.38731382,26.70165634,Serowe,Serowe/Palapye,4637663,OPERATIONAL
Serowe Mens Prisons Clinic,658555-8,Clinic,GOVERNMENT,-22.428294,26.706325,--,Serowe/Palapye,,OPERATIONAL
Serowe Pharmacy,232239-4,Individual practitioner,PRIVATE,-22.38731382,26.70165634,Serowe,Serowe/Palapye,4632078,OPERATIONAL
Serule Clinic  ,253506-0,Clinic with Maternity,GOVERNMENT,-21.919171,27.301598,Greater Francistown,Greater Francistown,+267 2422233,OPERATIONAL
Sesame Clinic,228068-3,Clinic with Maternity,GOVERNMENT,-21.985954,27.814061,Phikwe,Greater Phikwe,+267 2610570,OPERATIONAL
Sese Clinic,360478-2,Clinic,GOVERNMENT,-24.658347,24.805466,Jwaneng,Southern,+267 5881207,OPERATIONAL
Sesung Health Post,396493-9,Health Post,GOVERNMENT,-24.101739,24.921334,Kweneng West,Kweneng,+267 5960042,OPERATIONAL
Setlhoa Pharmacy ,603358-3,Individual practitioner,PRIVATE,-24.59962323,25.93899942,Greater Gaborone,Greater Gaborone,267-3910739,OPERATIONAL
Shadishadi Health  Post,799821-4,Health Post,GOVERNMENT,-23.478391,25.668309,Kweneng East,Kweneng,+267 5960288,OPERATIONAL
Shady Eyes Optometrist ,605051-2,Individual practitioner,PRIVATE,-21.69493,21.6531,Ghanzi,Ghanzi,6597441,OPERATIONAL
Shakawe BDF Clinic,267593-2,Clinic,GOVERNMENT,-18.362771,21.849447,Okavango,Okavango,3667760,OPERATIONAL
Shakawe Clinic,257034-9,Clinic with Maternity,GOVERNMENT,-18.361607,21.846593,Okavango,Okavango,6875016,OPERATIONAL
Shakawe Senior Secondary School Clinic,630327-5,Clinic,GOVERNMENT,-18.38417,21.82619,Okavango,Okavango,6840054,OPERATIONAL
Shakwe Health Post,297825-2,Health Post,GOVERNMENT,-23.10539,27.151899,Mahalapye,Mahalapye,+267 77155349,OPERATIONAL
Shashe Health Post,947726-6,Health Post,GOVERNMENT,-19.995706,23.396294,Ngami,Ngami,+267 6800830,OPERATIONAL
Shashe Mooke Health Post,977333-4,Health Post,GOVERNMENT,-21.189159,27.384354,Greater Francistown,Greater Francistown,+267 2410925,OPERATIONAL
Shashe Station Health Post,792566-2,Health Post,GOVERNMENT,-21.390487,27.446741,Greater Francistown,Greater Francistown,+267 2485511,OPERATIONAL
Sheepfarm Health Post,120761-2,Health Post,GOVERNMENT,-25.54223,25.49369,Goodhope,Greater Lobatse,+267 5404614,OPERATIONAL
Sheleketla Clinic,585584-6,Clinic,GOVERNMENT,-23.052126,26.492512,Mahalapye,Mahalapye,+267 4769700,OPERATIONAL
Shorobe Clinic,617724-0,Clinic with Maternity,GOVERNMENT,-19.766877,23.673459,Ngami,Ngami,+267 6840083,OPERATIONAL
Shoshong Senior Secondary School Clinic,162118-4,Clinic,GOVERNMENT,,,Mahalapye,Mahalapye,,OPERATIONAL
Sidilega Private Hospital,821194-8,Private Hospital,PRIVATE,-24.6372227,25.9113084,Greater Gaborone,--,+267 3709518,OPERATIONAL
Sidilega Private Hospital ,484729-9,Private Hospital,PRIVATE,-24.620346,25.900573,Greater Gaborone,Greater Gaborone,370 9500,OPERATIONAL
Siga Clinic,528798-2,Clinic,GOVERNMENT,-24.870745,25.872746,South East,Greater Gaborone,5390297/580,OPERATIONAL
Sir Seretse Khama International Airport Clinic,618900-5,Clinic,GOVERNMENT,-24.55745,25.92427,Greater Gaborone,Greater Gaborone,+267 3960307,OPERATIONAL
Siviya Health  Post,397733-7,Health Post,GOVERNMENT,-20.85758,27.67504,North East,North East,+267 2488230,OPERATIONAL
Smart Pharmacy,849480-9,Individual practitioner,PRIVATE,-24.8663604,25.8616032,South East,Greater Gaborone,5392871,OPERATIONAL
Smart Pharmacy: Human and Vet. Medicines,262838-6,Individual practitioner,PRIVATE,-21.6942515,21.651082,Ghanzi,Ghanzi,6597722,OPERATIONAL
Sojwe Clinic,712290-6,Clinic,GOVERNMENT,-23.436833,25.747159,Kweneng East,Kweneng,+267 5930716,OPERATIONAL
Somelo Health Post,786771-6,Health Post,GOVERNMENT,-20.427358,23.329109,Ngami,Ngami,+267 73293966,OPERATIONAL
Sorilatholo Health Post,992675-9,Health Post,GOVERNMENT,-23.63505,24.959594,Kweneng West,Kweneng,+267 5960214,OPERATIONAL
South East,766051-7,Clinic,GOVERNMENT,-21.984727,27.848142,Phikwe,Greater Phikwe,+267 2610774,OPERATIONAL
Sowa Clinic,244471-9,Clinic with Maternity,GOVERNMENT,-20.564138,26.221444,Tutume,Tutume,+267 6213199,OPERATIONAL
Spring Healthcare,241358-1,Private Hospital,PRIVATE,-21.171129,27.50024,Greater Francistown,Greater Francistown,+267 241 6435/ 71378953,OPERATIONAL
Square Pharmacy,181398-9,Individual practitioner,PRIVATE,-24.390198,25.485768,Kweneng East,Kweneng,71398578,OPERATIONAL
St Conrads Clinic,953071-8,Clinic,MISSION,-24.866896,25.871528,South East,Greater Gaborone,+267 5390247,OPERATIONAL
St DAMIAN MEDICAL CLINIC,328678-8,Individual practitioner,PRIVATE,-21.41031,25.57921,Boteti,Boteti,2476072,OPERATIONAL
St Joseph's Medical Center,863148-3,Individual practitioner,PRIVATE,-21.4216508,27.4491584,Greater Francistown,--,2484431,OPERATIONAL
St Josephs Mission Clinic,848251-5,Clinic,GOVERNMENT,-24.7167,25.8742,Greater Gaborone,Greater Gaborone,+267 3904966,OPERATIONAL
St Mary's Dental Clinic,194729-0,Individual practitioner,PRIVATE,-21.975896,27.842343,Phikwe,Greater Phikwe,2611667,OPERATIONAL
St Simon Medical Centre,87090-7,Individual practitioner,PRIVATE,-24.406571,25.51923,Kweneng East,Kweneng,5915052,OPERATIONAL
Storkfort Health,600045-9,Poly Clinic,PRIVATE,-24.66849948,25.94475326,Greater Gaborone,Greater Gaborone,3974578,OPERATIONAL
Struizendam Health Post,806757-1,Health Post,GOVERNMENT,-26.672396,20.630154,Kgalagadi south,Kgalagadi South,+267 6511120,OPERATIONAL
T&T Pharmacy Services (pty)LTD,272944-0,Individual practitioner,PRIVATE,-24.6349824,25.8998272,Greater Gaborone,--,+267 3117202,OPERATIONAL
TEBELOPELO,725535-9,Group practice,PRIVATE,-24.975976,25.341329,Kanye,Southern,5441978,OPERATIONAL
THE CHEMIST - GABORONE,881493-1,Individual practitioner,PRIVATE,-24.663339,25.9157088,Greater Gaborone,--,+267 3951000,OPERATIONAL
THE CHEMIST PLUS,570658-5,Individual practitioner,PRIVATE,-24.9880739,25.3430088,Lobatse,--,+267 5441341,OPERATIONAL
THE X-RAY HUB,974794-0,Poly Clinic,PRIVATE,-25.2136,25.675759,Lobatse,Greater Lobatse,5330100,OPERATIONAL
THEBE HEALTHCARE PTY LTD,61832-2,Individual practitioner,PRIVATE,-24.62808,25.923147,South East,Greater Gaborone,3182440,OPERATIONAL
THERAPEOS PHARMACY,307093-5,Individual practitioner,PRIVATE,-23.09711189,26.84473336,Greater Gaborone,--,+267 4713090,OPERATIONAL
THUSONG SURGERY PTY LTD,98381-7,Individual practitioner,PRIVATE,-21.069086,27.485922,Greater Francistown,--,2412400,OPERATIONAL
TOCHI MEDICAL CENTRE,119333-3,Individual practitioner,PRIVATE,-25.22597,25.67053,Lobatse,Greater Lobatse,5301174,OPERATIONAL
TSHIDILONG PHYSIOTHERAPY,793981-2,Individual practitioner,PRIVATE,-24.6349824,25.9260416,Greater Gaborone,--,+267 3170404,OPERATIONAL
Takatokwane Clinic,484650-7,Clinic with Maternity,GOVERNMENT,-24.000543,24.310886,Kweneng West,Kweneng,+267 5960172,OPERATIONAL
Tapologong Clinic,463123-0,Clinic with Maternity,GOVERNMENT,-21.981165,27.852403,Phikwe,Greater Phikwe,+267 2614022,OPERATIONAL
Tati Siding Clinic ,834026-7,Clinic with Maternity,GOVERNMENT,-21.176895,27.531889,Greater Francistown,Greater Francistown,+267 2413314,OPERATIONAL
Tatitown Clinic,739058-6,Clinic,GOVERNMENT,-21.165978,27.496637,Greater Francistown,Greater Francistown,+267 2442192,OPERATIONAL
Tawana Clinic,828915-9,Clinic,GOVERNMENT,-21.390326,25.577182,Boteti,Boteti,+267 2976342,OPERATIONAL
Test Rite Consulting Group,861895-1,Individual practitioner,PRIVATE,-24.6382592,25.9227648,Greater Gaborone,--,+267 3981917,OPERATIONAL
Thabala Clinic,305620-7,Clinic,GOVERNMENT,-22.494469,26.420832,Serowe,Serowe/Palapye,2674631346,OPERATIONAL
Thamaga  Main Clinic,188465-9,Clinic,GOVERNMENT,-24.678014,25.538822,Kweneng East,Kweneng,5960989,OPERATIONAL
Thankane Health Post,300052-8,Health Post,GOVERNMENT,-24.913725,24.22841,Jwaneng,Southern,+267 5810020,OPERATIONAL
The Allergy Center,333424-0,Individual practitioner,PRIVATE,-24.59813,25.93911,Greater Gaborone,Greater Gaborone,3118030/ 77772002,OPERATIONAL
The Doctors Inn Health Centre,539919-1,Day care center,PRIVATE,-19.98686018,23.42472192,Ngami,--,+267 6865115,OPERATIONAL
